"CBQ_010"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_011"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_012"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_013"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_014"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_015"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_016"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_017"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_020"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_021"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_022"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_023"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_024"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_025"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBF_001"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_002"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_003"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_004"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_005"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_006"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_007"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_010"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_011"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_012"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_013"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_014"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_015"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_016"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_017"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_020"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_021"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_022"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_023"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_024"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"CBF_025"                  - Modal force        on internal Craig-Bampton mode number XXX  (-)
"WavElev"                  - Wave elevation                                                (m)
END of input file (the word "END" must appear in the first 3 columns of this last OutList line)
---------------------------------------------------------------------------------------
