------- AERODYN v15 for OpenFAST INPUT FILE -----------------------------------------------
SWRT rotor aerodynamic parameters for FAST certification tests #15-#17.
          1   AFTabMod           - Interpolation method for multiple airfoil tables {1=1D interpolation on AoA (first table only); 2=2D interpolation on AoA and Re; 3=2D interpolation on AoA and UserProp} (-)
          1   InCol_Alfa         - The column in the airfoil tables that contains the angle of attack (-)
          2   InCol_Cl           - The column in the airfoil tables that contains the lift coefficient (-)
          3   InCol_Cd           - The column in the airfoil tables that contains the drag coefficient (-)
          0   InCol_Cm           - The column in the airfoil tables that contains the pitching-moment coefficient; use zero if there is no Cm column (-)
          0   InCol_Cpmin        - The column in the airfoil tables that contains the Cpmin coefficient; use zero if there is no Cpmin column (-)
          4   NumAFfiles         - Number of airfoil files used (-)
"../SWRT/Airfoils/TailPlate.dat"    AFNames            - Airfoil file names (NumAFfiles lines) (quoted strings)
"../SWRT/Airfoils/SH3052Mod_AllRe_Hanley.dat"
"../SWRT/Airfoils/SH3052Mod_AllRe_Elem14_Hanley.dat"
"../SWRT/Airfoils/SH3052Mod_AllRe_Elem15_Hanley.dat"
======  Rotor/Blade Properties  =====================================================================
False         UseBlCm            - Include aerodynamic pitching moment in calculations?  (flag)
"../SWRT/SWRT_AeroDyn_blade.dat"    ADBlFile(1)        - Name of file containing distributed aerodynamic properties for Blade #1 (-)
"../SWRT/SWRT_AeroDyn_blade.dat"    ADBlFile(2)        - Name of file containing distributed aerodynamic properties for Blade #2 (-) [unused if NumBl < 2]
"../SWRT/SWRT_AeroDyn_blade.dat"    ADBlFile(3)        - Name of file containing distributed aerodynamic properties for Blade #3 (-) [unused if NumBl < 3]
======  Hub Properties ============================================================================== [used only when Buoyancy=True]
0.0   VolHub             - Hub volume (m^3)
0.0   HubCenBx           - Hub center of buoyancy x direction offset (m)
======  Nacelle Properties ========================================================================== [used only when Buoyancy=True]
0.0   VolNac             - Nacelle volume (m^3)
0,0,0 NacCenB            - Position of nacelle center of buoyancy from yaw bearing in nacelle coordinates (m)
======  Tail fin Aerodynamics ======================================================================== 
False         TFinAero           - Calculate tail fin aerodynamics model (flag)
"unused"      TFinFile           - Input file for tail fin aerodynamics [used only when TFinAero=True]
======  Tower Influence and Aerodynamics ============================================================ [used only when TwrPotent/=0, TwrShadow/=0, TwrAero=True, or Buoyancy=True]
          2   NumTwrNds         - Number of tower nodes used in the analysis  (-) [used only when TwrPotent/=0, TwrShadow/=0, TwrAero=True, or Buoyancy=True]
TwrElev        TwrDiam        TwrCd          TwrTI          TwrCb !TwrTI used only with TwrShadow=2, TwrCb used only with Buoyancy=True
(m)              (m)           (-)            (-)           (-)
0.0000000E+00  1.4220000E+00  0.0000000E+00  1.0000000E-01  0.0
3.4000000E+01  3.5550000E-01  0.0000000E+00  1.0000000E-01  0.0
======  Outputs  ====================================================================================
True          SumPrint            - Generate a summary file listing input options and interpolated properties to "<rootname>.AD.sum"?  (flag)
          0   NBlOuts             - Number of blade node outputs [0 - 9] (-)
          2,          8,         16    BlOutNd             - Blade nodes whose values will be output  (-)
          0   NTwOuts             - Number of tower node outputs [0 - 9]  (-)
          1,          2    TwOutNd             - Tower nodes whose values will be output  (-)
                   OutList             - The next line(s) contains a list of output parameters.  See OutListParameters.xlsx for a listing of available output channels, (-) 
END of input file (the word "END" must appear in the first 3 columns of this last OutList line)
---------------------------------------------------------------------------------------
