------- AERODYN v15.04.* INPUT FILE ------------------------------------------------
Comment
          2   NumAFfiles         - Number of airfoil files used (-)
"../_DummyTurbineData/Polar_Dummy.dat"    AFNames            - Airfoil file names (NumAFfiles lines) (quoted strings)
"Polar_2PiAlpha.dat"
======  Rotor/Blade Properties  =====================================================================
True          UseBlCm            - Include aerodynamic pitching moment in calculations?  (flag)
"../_DummyTurbineData/AD_Blade_Dummy.dat"    ADBlFile(1)        - Name of file containing distributed aerodynamic properties for Blade #1 (-)
"../_DummyTurbineData/AD_Blade_Dummy.dat"    ADBlFile(2)        - Name of file containing distributed aerodynamic properties for Blade #2 (-) [unused if NumBl < 2]
"../_DummyTurbineData/AD_Blade_Dummy.dat"    ADBlFile(3)        - Name of file containing distributed aerodynamic properties for Blade #3 (-) [unused if NumBl < 3]
======  Hub Properties ============================================================================== [used only when Buoyancy=True]
0.0   VolHub             - Hub volume (m^3)
0.0   HubCenBx           - Hub center of buoyancy x direction offset (m)
======  Nacelle Properties ========================================================================== [used only when Buoyancy=True]
0.0   VolNac             - Nacelle volume (m^3)
0,0,0 NacCenB            - Position of nacelle center of buoyancy from yaw bearing in nacelle coordinates (m)
======  Tail fin Aerodynamics ======================================================================== 
    true      TFinAero           - Calculate tail fin aerodynamics model (flag)
"AD_Fin.dat"  TFinFile           - Input file for tail fin aerodynamics [used only when TFinAero=True]
======  Tower Influence and Aerodynamics ============================================================= [used only when TwrPotent/=0, TwrShadow/=0, or TwrAero=True]
         0   NumTwrNds         - Number of tower nodes used in the analysis  (-) [used only when TwrPotent/=0, TwrShadow/=0, or TwrAero=True]
TwrElev        TwrDiam        TwrCd          TwrTI            TwrCb  !(used only with TwrShadow=2)
(m)              (m)           (-)            (-)              (-)
======  Outputs  ====================================================================================
False          SumPrint            - Generate a summary file listing input options and interpolated properties to "<rootname>.AD.sum"?  (flag)
          0   NBlOuts             - Number of blade node outputs [0 - 9] (-)
          0,  BlOutNd             - Blade nodes whose values will be output  (-)
          0   NTwOuts             - Number of tower node outputs [0 - 9]  (-)
          0,   TwOutNd             - Tower nodes whose values will be output  (-)
               OutList             - The next line(s) contains a list of output parameters.  See OutListParameters.xlsx for a listing of available output channels, (-)
TFAlpha
TFRe   
TFVrel 
TFVrelxi
TFVrelyi
TFSTVxi
TFSTVyi
TFFxi
TFFyi
TFMzi
END of input file (the word "END" must appear in the first 3 columns of this last OutList line)
====== Outputs for all blade stations (same ending as above for B1N1.... =========================== [optional section]
   0              BldNd_BladesOut     - Number of blades to output all node information at.  Up to number of blades on turbine. (-)
   "All"          BldNd_BlOutNd       - Future feature will allow selecting a portion of the nodes to output.  Not implemented yet. (-)
                  OutListAD             - The next line(s) contains a list of output parameters.  See OutListParameters.xlsx for a listing of available output channels, (-)
END of  input file (the word "END" must appear in the first 3 columns of this last OutList line)
---------------------------------------------------------------------------------------
