------- ELASTODYN V1.00.* INDIVIDUAL BLADE INPUT FILE --------------------------
Light blade
---------------------- BLADE PARAMETERS ----------------------------------------
         49   NBlInpSt    - Number of blade input stations (-)
   0.477465   BldFlDmp(1) - Blade flap mode #1 structural damping in percent of critical (%)
   0.477465   BldFlDmp(2) - Blade flap mode #2 structural damping in percent of critical (%)
   0.477465   BldEdDmp(1) - Blade edge mode #1 structural damping in percent of critical (%)
---------------------- BLADE ADJUSTMENT FACTORS --------------------------------
          1   FlStTunr(1) - Blade flapwise modal stiffness tuner, 1st mode (-)
          1   FlStTunr(2) - Blade flapwise modal stiffness tuner, 2nd mode (-)
        1.0   AdjBlMs     - Factor to adjust blade mass density (-)  !bjj: value for AD14=1.04536; value for AeroDyn=1.057344 (it would be nice to enter the requested blade mass instead of a factor here)
          1   AdjFlSt     - Factor to adjust blade flap stiffness (-)
          1   AdjEdSt     - Factor to adjust blade edge stiffness (-)
---------------------- DISTRIBUTED BLADE PROPERTIES ----------------------------
        BlFract               StrcTwst               BMassDen               FlpStff                 EdgStff
 8.162600000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 8.487800000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 8.813000000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 8.975600000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.138200000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.300800000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.382100000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.463600000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.544700000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.626000000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.707300000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.788600000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.869900000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 9.951200000000000E-01  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
 1.000000000000000E+00  0.000000000000000E+00  5.000000000000000E-06  1.800000000000000E+10  1.800000000000000E+10
---------------------- BLADE MODE SHAPES ---------------------------------------
     0.0622   BldFl1Sh(2) - Flap mode 1, coeff of x^2
     1.7254   BldFl1Sh(3) -            , coeff of x^3
    -3.2452   BldFl1Sh(4) -            , coeff of x^4
     4.7131   BldFl1Sh(5) -            , coeff of x^5
    -2.2555   BldFl1Sh(6) -            , coeff of x^6
    -0.5809   BldFl2Sh(2) - Flap mode 2, coeff of x^2
     1.2067   BldFl2Sh(3) -            , coeff of x^3
   -15.5349   BldFl2Sh(4) -            , coeff of x^4
    29.7347   BldFl2Sh(5) -            , coeff of x^5
   -13.8255   BldFl2Sh(6) -            , coeff of x^6
     0.3627   BldEdgSh(2) - Edge mode 1, coeff of x^2
     2.5337   BldEdgSh(3) -            , coeff of x^3
    -3.5772   BldEdgSh(4) -            , coeff of x^4
      2.376   BldEdgSh(5) -            , coeff of x^5
    -0.6952   BldEdgSh(6) -            , coeff of x^6
